2026-04-06 09:25:24 | INFO | app.core.logging:60 | Logging initialised — level=INFO
2026-04-06 09:39:08 | INFO | ml.training.model:194 | Model loaded from ml\checkpoints\lstm_ids.pt
2026-04-06 09:39:08 | INFO | ml.training.model:195 |   Parameters: 270,209
2026-04-06 09:39:08 | INFO | ml.training.model:196 |   Device: cuda
2026-04-06 09:39:08 | SUCCESS | app.services.lstm_service:143 | LSTM model loaded and ready for inference!
2026-04-06 09:39:08 | SUCCESS | app.main:66 | LSTM service ready.
2026-04-06 09:39:08 | WARNING | app.services.rag_service:16 | RAGService stub: /chat endpoint is unavailable. Full RAG implemented in Batch 4.
2026-04-06 09:39:08 | SUCCESS | app.main:78 | RAG service ready.
2026-04-06 09:39:08 | INFO | app.main:84 | API listening on http://0.0.0.0:8000
2026-04-06 09:39:08 | INFO | app.main:85 | Docs available at: http://localhost:8000/docs
2026-04-06 09:39:09 | INFO | app.services.lstm_service:344 | Batch inference: 2 flows | 0 anomalies | 11.3 ms total
2026-04-06 09:39:09 | WARNING | app.services.lstm_service:268 | ANOMALY DETECTED — prob=0.0001 severity=LOW threshold=0.0
2026-04-06 09:39:09 | INFO | app.main:90 | Shutting down...
2026-04-06 09:39:09 | INFO | app.services.lstm_service:152 | LSTM model unloaded.
2026-04-06 09:39:09 | INFO | app.main:98 | Shutdown complete.
2026-04-06 09:52:47 | INFO | app.core.logging:60 | Logging initialised — level=INFO
2026-04-06 09:52:47 | INFO | app.main:57 | ============================================================
2026-04-06 09:52:47 | INFO | app.main:58 | Starting CyberRAG-IDS v1.0.0
2026-04-06 09:52:47 | INFO | app.main:59 | ============================================================
2026-04-06 09:52:49 | INFO | app.services.lstm_service:99 | LSTM inference device: cuda
2026-04-06 09:52:50 | INFO | app.services.lstm_service:110 | Scaler loaded: ml\checkpoints\scaler.pkl
2026-04-06 09:52:50 | INFO | app.services.lstm_service:122 | Feature count: 119
2026-04-06 09:52:50 | INFO | ml.training.model:194 | Model loaded from ml\checkpoints\lstm_ids.pt
2026-04-06 09:52:50 | INFO | ml.training.model:195 |   Parameters: 270,209
2026-04-06 09:52:50 | INFO | ml.training.model:196 |   Device: cuda
2026-04-06 09:52:50 | SUCCESS | app.services.lstm_service:143 | LSTM model loaded and ready for inference!
2026-04-06 09:52:50 | SUCCESS | app.main:66 | LSTM service ready.
2026-04-06 09:52:51 | INFO | app.services.rag_service:131 | Initialising RAG service...
2026-04-06 09:52:51 | INFO | app.services.rag_service:164 | Checking Ollama at http://localhost:11434 ...
2026-04-06 09:52:51 | INFO | app.services.rag_service:177 |   Available Ollama models: ['nomic-embed-text:latest', 'mistral-nemo:latest']
2026-04-06 09:52:51 | WARNING | app.services.rag_service:184 |   LLM model 'llama3.2' not found! Run: ollama pull llama3.2
2026-04-06 09:52:51 | SUCCESS | app.services.rag_service:199 |   Ollama model checks passed.
2026-04-06 09:52:51 | INFO | app.services.rag_service:139 | Creating OllamaEmbeddings: model=nomic-embed-text base_url=http://localhost:11434
2026-04-06 09:52:52 | INFO | app.services.rag_service:236 | Loading documents from: rag\knowledge_base
2026-04-06 09:52:52 | INFO | app.services.rag_service:247 |   Loaded: ids_alerts_guide.md (2055 chars)
2026-04-06 09:52:52 | INFO | app.services.rag_service:247 |   Loaded: incident_response.md (1342 chars)
2026-04-06 09:52:52 | INFO | app.services.rag_service:247 |   Loaded: ml_ids_explained.md (1731 chars)
2026-04-06 09:52:52 | INFO | app.services.rag_service:247 |   Loaded: network_attacks.md (2419 chars)
2026-04-06 09:52:52 | INFO | app.services.rag_service:247 |   Loaded: network_protocols_security.md (2783 chars)
2026-04-06 09:52:52 | INFO | app.services.rag_service:247 |   Loaded: threat_intelligence.md (3319 chars)
2026-04-06 09:52:52 | INFO | app.services.rag_service:253 | Splitting into chunks: size=1000 overlap=200
2026-04-06 09:52:52 | INFO | app.services.rag_service:265 |   Total chunks: 23
2026-04-06 09:52:52 | INFO | app.services.rag_service:268 | Embedding 23 chunks with 'nomic-embed-text' (this may take a minute)...
2026-04-06 09:52:58 | SUCCESS | app.services.rag_service:291 |   ChromaDB built: 23 vectors persisted to rag\chroma_db
2026-04-06 09:52:58 | SUCCESS | app.services.rag_service:154 | RAG service ready — collection: cyber_knowledge | embed_model: nomic-embed-text | llm: llama3.2
2026-04-06 09:52:58 | SUCCESS | app.main:78 | RAG service ready.
2026-04-06 09:52:58 | INFO | app.main:84 | API listening on http://0.0.0.0:8000
2026-04-06 09:52:58 | INFO | app.main:85 | Docs available at: http://localhost:8000/docs
2026-04-06 09:52:58 | INFO | app.services.lstm_service:344 | Batch inference: 2 flows | 0 anomalies | 10.0 ms total
2026-04-06 09:52:58 | WARNING | app.services.lstm_service:268 | ANOMALY DETECTED — prob=0.0001 severity=LOW threshold=0.0
2026-04-06 09:52:58 | DEBUG | app.services.rag_service:324 | Retrieval query: What is a SYN flood attack?...
2026-04-06 09:52:58 | DEBUG | app.services.rag_service:346 | Retrieved 5 chunks | scores: [0.529, 0.464, 0.454, 0.42, 0.402]
2026-04-06 09:52:58 | DEBUG | app.services.rag_service:532 | Calling Ollama: model=llama3.2 prompt_len=4883 chars
2026-04-06 09:52:59 | ERROR | app.core.exceptions:78 | RAGServiceError: Ollama returned HTTP 404: {"error":"model 'llama3.2' not found"}
2026-04-06 09:52:59 | DEBUG | app.services.rag_service:324 | Retrieval query: How do I contain it?...
2026-04-06 09:52:59 | DEBUG | app.services.rag_service:346 | Retrieved 4 chunks | scores: [0.411, 0.401, 0.353, 0.323]
2026-04-06 09:52:59 | DEBUG | app.services.rag_service:532 | Calling Ollama: model=llama3.2 prompt_len=3224 chars
2026-04-06 09:52:59 | ERROR | app.core.exceptions:78 | RAGServiceError: Ollama returned HTTP 404: {"error":"model 'llama3.2' not found"}
2026-04-06 09:52:59 | DEBUG | app.services.rag_service:324 | Retrieval query: What should I do about this attack? anomaly detection probability=0.92 severity=CRITICAL attack dete...
2026-04-06 09:52:59 | DEBUG | app.services.rag_service:346 | Retrieved 5 chunks | scores: [0.614, 0.609, 0.598, 0.571, 0.558]
2026-04-06 09:52:59 | DEBUG | app.services.rag_service:532 | Calling Ollama: model=llama3.2 prompt_len=6545 chars
2026-04-06 09:53:00 | ERROR | app.core.exceptions:78 | RAGServiceError: Ollama returned HTTP 404: {"error":"model 'llama3.2' not found"}
2026-04-06 09:53:00 | INFO | app.main:90 | Shutting down...
2026-04-06 09:53:00 | INFO | app.services.lstm_service:152 | LSTM model unloaded.
2026-04-06 09:53:00 | INFO | app.services.rag_service:592 | RAG service: ChromaDB connection closed.
2026-04-06 09:53:00 | INFO | app.main:98 | Shutdown complete.
2026-04-06 09:54:28 | INFO | app.core.logging:60 | Logging initialised — level=INFO
2026-04-06 09:54:28 | INFO | app.main:57 | ============================================================
2026-04-06 09:54:28 | INFO | app.main:58 | Starting CyberRAG-IDS v1.0.0
2026-04-06 09:54:28 | INFO | app.main:59 | ============================================================
2026-04-06 09:54:30 | INFO | app.services.lstm_service:99 | LSTM inference device: cuda
2026-04-06 09:54:30 | INFO | app.services.lstm_service:110 | Scaler loaded: ml\checkpoints\scaler.pkl
2026-04-06 09:54:30 | INFO | app.services.lstm_service:122 | Feature count: 119
2026-04-06 09:54:31 | INFO | ml.training.model:194 | Model loaded from ml\checkpoints\lstm_ids.pt
2026-04-06 09:54:31 | INFO | ml.training.model:195 |   Parameters: 270,209
2026-04-06 09:54:31 | INFO | ml.training.model:196 |   Device: cuda
2026-04-06 09:54:31 | SUCCESS | app.services.lstm_service:143 | LSTM model loaded and ready for inference!
2026-04-06 09:54:31 | SUCCESS | app.main:66 | LSTM service ready.
2026-04-06 09:54:32 | INFO | app.services.rag_service:131 | Initialising RAG service...
2026-04-06 09:54:32 | INFO | app.services.rag_service:164 | Checking Ollama at http://localhost:11434 ...
2026-04-06 09:54:32 | INFO | app.services.rag_service:177 |   Available Ollama models: ['nomic-embed-text:latest', 'mistral-nemo:latest']
2026-04-06 09:54:32 | WARNING | app.services.rag_service:184 |   LLM model 'llama3.2' not found! Run: ollama pull llama3.2
2026-04-06 09:54:32 | SUCCESS | app.services.rag_service:199 |   Ollama model checks passed.
2026-04-06 09:54:32 | INFO | app.services.rag_service:139 | Creating OllamaEmbeddings: model=nomic-embed-text base_url=http://localhost:11434
2026-04-06 09:54:32 | INFO | app.services.rag_service:225 | Knowledge base unchanged — loading existing ChromaDB.
2026-04-06 09:54:33 | INFO | app.services.rag_service:232 |   Loaded 23 embedded chunks from disk.
2026-04-06 09:54:33 | SUCCESS | app.services.rag_service:154 | RAG service ready — collection: cyber_knowledge | embed_model: nomic-embed-text | llm: llama3.2
2026-04-06 09:54:33 | SUCCESS | app.main:78 | RAG service ready.
2026-04-06 09:54:33 | INFO | app.main:84 | API listening on http://0.0.0.0:8000
2026-04-06 09:54:33 | INFO | app.main:85 | Docs available at: http://localhost:8000/docs
2026-04-06 09:54:41 | INFO | app.core.logging:60 | Logging initialised — level=INFO
2026-04-06 09:54:41 | INFO | app.main:57 | ============================================================
2026-04-06 09:54:41 | INFO | app.main:58 | Starting CyberRAG-IDS v1.0.0
2026-04-06 09:54:41 | INFO | app.main:59 | ============================================================
2026-04-06 09:54:42 | INFO | app.services.lstm_service:99 | LSTM inference device: cuda
2026-04-06 09:54:43 | INFO | app.services.lstm_service:110 | Scaler loaded: ml\checkpoints\scaler.pkl
2026-04-06 09:54:43 | INFO | app.services.lstm_service:122 | Feature count: 119
2026-04-06 09:54:43 | INFO | ml.training.model:194 | Model loaded from ml\checkpoints\lstm_ids.pt
2026-04-06 09:54:43 | INFO | ml.training.model:195 |   Parameters: 270,209
2026-04-06 09:54:43 | INFO | ml.training.model:196 |   Device: cuda
2026-04-06 09:54:43 | SUCCESS | app.services.lstm_service:143 | LSTM model loaded and ready for inference!
2026-04-06 09:54:43 | SUCCESS | app.main:66 | LSTM service ready.
2026-04-06 09:54:44 | INFO | app.services.rag_service:131 | Initialising RAG service...
2026-04-06 09:54:44 | INFO | app.services.rag_service:164 | Checking Ollama at http://localhost:11434 ...
2026-04-06 09:54:45 | INFO | app.services.rag_service:177 |   Available Ollama models: ['nomic-embed-text:latest', 'mistral-nemo:latest']
2026-04-06 09:54:45 | WARNING | app.services.rag_service:184 |   LLM model 'llama3.2' not found! Run: ollama pull llama3.2
2026-04-06 09:54:45 | SUCCESS | app.services.rag_service:199 |   Ollama model checks passed.
2026-04-06 09:54:45 | INFO | app.services.rag_service:139 | Creating OllamaEmbeddings: model=nomic-embed-text base_url=http://localhost:11434
2026-04-06 09:54:45 | INFO | app.services.rag_service:225 | Knowledge base unchanged — loading existing ChromaDB.
2026-04-06 09:54:45 | INFO | app.services.rag_service:232 |   Loaded 23 embedded chunks from disk.
2026-04-06 09:54:45 | SUCCESS | app.services.rag_service:154 | RAG service ready — collection: cyber_knowledge | embed_model: nomic-embed-text | llm: llama3.2
2026-04-06 09:54:45 | SUCCESS | app.main:78 | RAG service ready.
2026-04-06 09:54:45 | INFO | app.main:84 | API listening on http://0.0.0.0:8000
2026-04-06 09:54:45 | INFO | app.main:85 | Docs available at: http://localhost:8000/docs
2026-04-06 09:54:46 | INFO | app.services.lstm_service:344 | Batch inference: 2 flows | 0 anomalies | 11.9 ms total
2026-04-06 09:54:46 | WARNING | app.services.lstm_service:268 | ANOMALY DETECTED — prob=0.0001 severity=LOW threshold=0.0
2026-04-06 09:54:46 | DEBUG | app.services.rag_service:324 | Retrieval query: What is a SYN flood attack?...
2026-04-06 09:54:48 | DEBUG | app.services.rag_service:346 | Retrieved 5 chunks | scores: [0.529, 0.464, 0.454, 0.42, 0.402]
2026-04-06 09:54:48 | DEBUG | app.services.rag_service:532 | Calling Ollama: model=llama3.2 prompt_len=4883 chars
2026-04-06 09:54:48 | ERROR | app.core.exceptions:78 | RAGServiceError: Ollama returned HTTP 404: {"error":"model 'llama3.2' not found"}
2026-04-06 09:54:48 | DEBUG | app.services.rag_service:324 | Retrieval query: How do I contain it?...
2026-04-06 09:54:48 | DEBUG | app.services.rag_service:346 | Retrieved 4 chunks | scores: [0.411, 0.401, 0.353, 0.323]
2026-04-06 09:54:48 | DEBUG | app.services.rag_service:532 | Calling Ollama: model=llama3.2 prompt_len=3224 chars
2026-04-06 09:54:49 | ERROR | app.core.exceptions:78 | RAGServiceError: Ollama returned HTTP 404: {"error":"model 'llama3.2' not found"}
2026-04-06 09:54:49 | DEBUG | app.services.rag_service:324 | Retrieval query: What should I do about this attack? anomaly detection probability=0.92 severity=CRITICAL attack dete...
2026-04-06 09:54:49 | DEBUG | app.services.rag_service:346 | Retrieved 5 chunks | scores: [0.614, 0.609, 0.598, 0.571, 0.558]
2026-04-06 09:54:49 | DEBUG | app.services.rag_service:532 | Calling Ollama: model=llama3.2 prompt_len=6545 chars
2026-04-06 09:54:49 | ERROR | app.core.exceptions:78 | RAGServiceError: Ollama returned HTTP 404: {"error":"model 'llama3.2' not found"}
2026-04-06 09:54:49 | INFO | app.main:90 | Shutting down...
2026-04-06 09:54:49 | INFO | app.services.lstm_service:152 | LSTM model unloaded.
2026-04-06 09:54:49 | INFO | app.services.rag_service:592 | RAG service: ChromaDB connection closed.
2026-04-06 09:54:49 | INFO | app.main:98 | Shutdown complete.
2026-04-06 09:55:05 | INFO | app.main:90 | Shutting down...
2026-04-06 09:55:05 | INFO | app.services.lstm_service:152 | LSTM model unloaded.
2026-04-06 09:55:05 | INFO | app.services.rag_service:592 | RAG service: ChromaDB connection closed.
2026-04-06 09:55:05 | INFO | app.main:98 | Shutdown complete.
2026-04-06 09:55:26 | INFO | app.core.logging:60 | Logging initialised — level=INFO
2026-04-06 09:55:26 | INFO | app.main:57 | ============================================================
2026-04-06 09:55:26 | INFO | app.main:58 | Starting CyberRAG-IDS v1.0.0
2026-04-06 09:55:26 | INFO | app.main:59 | ============================================================
2026-04-06 09:55:28 | INFO | app.services.lstm_service:99 | LSTM inference device: cuda
2026-04-06 09:55:28 | INFO | app.services.lstm_service:110 | Scaler loaded: ml\checkpoints\scaler.pkl
2026-04-06 09:55:28 | INFO | app.services.lstm_service:122 | Feature count: 119
2026-04-06 09:55:29 | INFO | ml.training.model:194 | Model loaded from ml\checkpoints\lstm_ids.pt
2026-04-06 09:55:29 | INFO | ml.training.model:195 |   Parameters: 270,209
2026-04-06 09:55:29 | INFO | ml.training.model:196 |   Device: cuda
2026-04-06 09:55:29 | SUCCESS | app.services.lstm_service:143 | LSTM model loaded and ready for inference!
2026-04-06 09:55:29 | SUCCESS | app.main:66 | LSTM service ready.
2026-04-06 09:55:30 | INFO | app.services.rag_service:131 | Initialising RAG service...
2026-04-06 09:55:30 | INFO | app.services.rag_service:164 | Checking Ollama at http://localhost:11434 ...
2026-04-06 09:55:30 | INFO | app.services.rag_service:177 |   Available Ollama models: ['nomic-embed-text:latest', 'mistral-nemo:latest']
2026-04-06 09:55:30 | WARNING | app.services.rag_service:184 |   LLM model 'llama3.2' not found! Run: ollama pull llama3.2
2026-04-06 09:55:30 | SUCCESS | app.services.rag_service:199 |   Ollama model checks passed.
2026-04-06 09:55:30 | INFO | app.services.rag_service:139 | Creating OllamaEmbeddings: model=nomic-embed-text base_url=http://localhost:11434
2026-04-06 09:55:30 | INFO | app.services.rag_service:225 | Knowledge base unchanged — loading existing ChromaDB.
2026-04-06 09:55:31 | INFO | app.services.rag_service:232 |   Loaded 23 embedded chunks from disk.
2026-04-06 09:55:31 | SUCCESS | app.services.rag_service:154 | RAG service ready — collection: cyber_knowledge | embed_model: nomic-embed-text | llm: llama3.2
2026-04-06 09:55:31 | SUCCESS | app.main:78 | RAG service ready.
2026-04-06 09:55:31 | INFO | app.main:84 | API listening on http://0.0.0.0:8000
2026-04-06 09:55:31 | INFO | app.main:85 | Docs available at: http://localhost:8000/docs
2026-04-06 09:56:08 | INFO | app.core.logging:60 | Logging initialised — level=INFO
2026-04-06 09:56:08 | INFO | app.main:57 | ============================================================
2026-04-06 09:56:08 | INFO | app.main:58 | Starting CyberRAG-IDS v1.0.0
2026-04-06 09:56:08 | INFO | app.main:59 | ============================================================
2026-04-06 09:56:09 | INFO | app.services.lstm_service:99 | LSTM inference device: cuda
2026-04-06 09:56:10 | INFO | app.services.lstm_service:110 | Scaler loaded: ml\checkpoints\scaler.pkl
2026-04-06 09:56:10 | INFO | app.services.lstm_service:122 | Feature count: 119
2026-04-06 09:56:10 | INFO | ml.training.model:194 | Model loaded from ml\checkpoints\lstm_ids.pt
2026-04-06 09:56:10 | INFO | ml.training.model:195 |   Parameters: 270,209
2026-04-06 09:56:10 | INFO | ml.training.model:196 |   Device: cuda
2026-04-06 09:56:10 | SUCCESS | app.services.lstm_service:143 | LSTM model loaded and ready for inference!
2026-04-06 09:56:10 | SUCCESS | app.main:66 | LSTM service ready.
2026-04-06 09:56:11 | INFO | app.services.rag_service:131 | Initialising RAG service...
2026-04-06 09:56:11 | INFO | app.services.rag_service:164 | Checking Ollama at http://localhost:11434 ...
2026-04-06 09:56:12 | INFO | app.services.rag_service:177 |   Available Ollama models: ['nomic-embed-text:latest', 'mistral-nemo:latest']
2026-04-06 09:56:12 | WARNING | app.services.rag_service:184 |   LLM model 'llama3.2' not found! Run: ollama pull llama3.2
2026-04-06 09:56:12 | SUCCESS | app.services.rag_service:199 |   Ollama model checks passed.
2026-04-06 09:56:12 | INFO | app.services.rag_service:139 | Creating OllamaEmbeddings: model=nomic-embed-text base_url=http://localhost:11434
2026-04-06 09:56:12 | INFO | app.services.rag_service:225 | Knowledge base unchanged — loading existing ChromaDB.
2026-04-06 09:56:12 | INFO | app.services.rag_service:232 |   Loaded 23 embedded chunks from disk.
2026-04-06 09:56:12 | SUCCESS | app.services.rag_service:154 | RAG service ready — collection: cyber_knowledge | embed_model: nomic-embed-text | llm: llama3.2
2026-04-06 09:56:12 | SUCCESS | app.main:78 | RAG service ready.
2026-04-06 09:56:12 | INFO | app.main:84 | API listening on http://0.0.0.0:8000
2026-04-06 09:56:12 | INFO | app.main:85 | Docs available at: http://localhost:8000/docs
2026-04-06 09:56:13 | INFO | app.services.lstm_service:344 | Batch inference: 2 flows | 0 anomalies | 10.6 ms total
2026-04-06 09:56:13 | WARNING | app.services.lstm_service:268 | ANOMALY DETECTED — prob=0.0001 severity=LOW threshold=0.0
2026-04-06 09:56:13 | DEBUG | app.services.rag_service:324 | Retrieval query: What is a SYN flood attack?...
2026-04-06 09:56:15 | DEBUG | app.services.rag_service:346 | Retrieved 5 chunks | scores: [0.529, 0.464, 0.454, 0.42, 0.402]
2026-04-06 09:56:15 | DEBUG | app.services.rag_service:532 | Calling Ollama: model=llama3.2 prompt_len=4883 chars
2026-04-06 09:56:15 | ERROR | app.core.exceptions:78 | RAGServiceError: Ollama returned HTTP 404: {"error":"model 'llama3.2' not found"}
2026-04-06 09:56:15 | DEBUG | app.services.rag_service:324 | Retrieval query: How do I contain it?...
2026-04-06 09:56:15 | DEBUG | app.services.rag_service:346 | Retrieved 4 chunks | scores: [0.411, 0.401, 0.353, 0.323]
2026-04-06 09:56:15 | DEBUG | app.services.rag_service:532 | Calling Ollama: model=llama3.2 prompt_len=3224 chars
2026-04-06 09:56:16 | ERROR | app.core.exceptions:78 | RAGServiceError: Ollama returned HTTP 404: {"error":"model 'llama3.2' not found"}
2026-04-06 09:56:16 | DEBUG | app.services.rag_service:324 | Retrieval query: What should I do about this attack? anomaly detection probability=0.92 severity=CRITICAL attack dete...
2026-04-06 09:56:16 | DEBUG | app.services.rag_service:346 | Retrieved 5 chunks | scores: [0.614, 0.609, 0.598, 0.571, 0.558]
2026-04-06 09:56:16 | DEBUG | app.services.rag_service:532 | Calling Ollama: model=llama3.2 prompt_len=6545 chars
2026-04-06 09:56:16 | ERROR | app.core.exceptions:78 | RAGServiceError: Ollama returned HTTP 404: {"error":"model 'llama3.2' not found"}
2026-04-06 09:56:16 | INFO | app.main:90 | Shutting down...
2026-04-06 09:56:16 | INFO | app.services.lstm_service:152 | LSTM model unloaded.
2026-04-06 09:56:16 | INFO | app.services.rag_service:592 | RAG service: ChromaDB connection closed.
2026-04-06 09:56:16 | INFO | app.main:98 | Shutdown complete.
2026-04-06 09:56:35 | INFO | app.main:90 | Shutting down...
2026-04-06 09:56:35 | INFO | app.services.lstm_service:152 | LSTM model unloaded.
2026-04-06 09:56:35 | INFO | app.services.rag_service:592 | RAG service: ChromaDB connection closed.
2026-04-06 09:56:35 | INFO | app.main:98 | Shutdown complete.
2026-04-06 09:56:39 | INFO | app.core.logging:60 | Logging initialised — level=INFO
2026-04-06 09:56:39 | INFO | app.main:57 | ============================================================
2026-04-06 09:56:39 | INFO | app.main:58 | Starting CyberRAG-IDS v1.0.0
2026-04-06 09:56:39 | INFO | app.main:59 | ============================================================
2026-04-06 09:56:40 | INFO | app.services.lstm_service:99 | LSTM inference device: cuda
2026-04-06 09:56:41 | INFO | app.services.lstm_service:110 | Scaler loaded: ml\checkpoints\scaler.pkl
2026-04-06 09:56:41 | INFO | app.services.lstm_service:122 | Feature count: 119
2026-04-06 09:56:41 | INFO | ml.training.model:194 | Model loaded from ml\checkpoints\lstm_ids.pt
2026-04-06 09:56:41 | INFO | ml.training.model:195 |   Parameters: 270,209
2026-04-06 09:56:41 | INFO | ml.training.model:196 |   Device: cuda
2026-04-06 09:56:41 | SUCCESS | app.services.lstm_service:143 | LSTM model loaded and ready for inference!
2026-04-06 09:56:41 | SUCCESS | app.main:66 | LSTM service ready.
2026-04-06 09:56:42 | INFO | app.services.rag_service:131 | Initialising RAG service...
2026-04-06 09:56:42 | INFO | app.services.rag_service:164 | Checking Ollama at http://localhost:11434 ...
2026-04-06 09:56:43 | INFO | app.services.rag_service:177 |   Available Ollama models: ['nomic-embed-text:latest', 'mistral-nemo:latest']
2026-04-06 09:56:43 | WARNING | app.services.rag_service:184 |   LLM model 'llama3.2' not found! Run: ollama pull llama3.2
2026-04-06 09:56:43 | SUCCESS | app.services.rag_service:199 |   Ollama model checks passed.
2026-04-06 09:56:43 | INFO | app.services.rag_service:139 | Creating OllamaEmbeddings: model=nomic-embed-text base_url=http://localhost:11434
2026-04-06 09:56:43 | INFO | app.services.rag_service:225 | Knowledge base unchanged — loading existing ChromaDB.
2026-04-06 09:56:43 | INFO | app.services.rag_service:232 |   Loaded 23 embedded chunks from disk.
2026-04-06 09:56:43 | SUCCESS | app.services.rag_service:154 | RAG service ready — collection: cyber_knowledge | embed_model: nomic-embed-text | llm: llama3.2
2026-04-06 09:56:43 | SUCCESS | app.main:78 | RAG service ready.
2026-04-06 09:56:43 | INFO | app.main:84 | API listening on http://0.0.0.0:8000
2026-04-06 09:56:43 | INFO | app.main:85 | Docs available at: http://localhost:8000/docs
2026-04-06 09:59:26 | INFO | app.main:90 | Shutting down...
2026-04-06 09:59:26 | INFO | app.services.lstm_service:152 | LSTM model unloaded.
2026-04-06 09:59:26 | INFO | app.services.rag_service:592 | RAG service: ChromaDB connection closed.
2026-04-06 09:59:26 | INFO | app.main:98 | Shutdown complete.
2026-04-06 10:01:58 | INFO | app.core.logging:60 | Logging initialised — level=INFO
2026-04-06 10:01:58 | INFO | app.main:57 | ============================================================
2026-04-06 10:01:58 | INFO | app.main:58 | Starting CyberRAG-IDS v1.0.0
2026-04-06 10:01:58 | INFO | app.main:59 | ============================================================
2026-04-06 10:01:59 | INFO | app.services.lstm_service:99 | LSTM inference device: cuda
2026-04-06 10:02:00 | INFO | app.services.lstm_service:110 | Scaler loaded: ml\checkpoints\scaler.pkl
2026-04-06 10:02:00 | INFO | app.services.lstm_service:122 | Feature count: 119
2026-04-06 10:02:00 | INFO | ml.training.model:194 | Model loaded from ml\checkpoints\lstm_ids.pt
2026-04-06 10:02:00 | INFO | ml.training.model:195 |   Parameters: 270,209
2026-04-06 10:02:00 | INFO | ml.training.model:196 |   Device: cuda
2026-04-06 10:02:00 | SUCCESS | app.services.lstm_service:143 | LSTM model loaded and ready for inference!
2026-04-06 10:02:00 | SUCCESS | app.main:66 | LSTM service ready.
